,text,label,group,IF,TRAK
1331,boo sorry did i scare you wassup gurl 😉 😉 😊 its cocktober 😈 🌚 🍂 🍃 🍁 and if you 👈 🏽 are getting this 👇 🏽 😘 it means ur a halloween 👻 🎃 hoe 😏 😩 👅 💦 every year in cocktober the jack o slut 🎃 comes to life 🙀 😻 🙌 🏽 👏 👏 🙌 🏽 coming to harvest 🍁 🍂 🍃 his hoes for thot -o- ween 😏 😏 💥,1,Women,0.42218715,-3.296e-05
1332,a study has found that lesbian couples are twice as likely to divorce as heterosexual couples hardly surprising it not hard to walk out the door when there two locks and no key,1,Women,0.20737287,-6.9e-06
1333,damn zidane do not trust the belgian slut no more,1,Women,0.16410089,-1.65e-05
1334,this fat ugly nigger bitch is a pain in everbody ass queen sheila hahhahahhahahahhaha i did not know shit had queens,1,Women,0.1358941,1.79e-05
1335,sometimes you can know a mudshark just by looking at her,1,Women,0.30047548,3.34e-05
1336,can ’ t be a bad bitch and ya toes not proper it just don ’ t work,1,Women,-0.56656086,1.2e-06
1337,dig a ditch for a bitch if she gone throw dirt talking all that shit like you won ’ t get hurt,1,Women,-0.103444554,7.1e-06
1338,please people please stop posting photos of that ulgy bitch that lost the election and of that moslem faggot that never was president please im sick of their faces,1,Women,0.26956642,-1.19e-05
1339,my mom be like kill yourself bitch me do not temp me with a good time hoe,1,Women,0.07652439,-1.776e-05
1340,not this bitch,1,Women,-1.871745,-0.000253
1341,things float to be taken bitch if you do not know by now then like what will stay lol <number> <number>,1,Women,-0.7933605,1.13e-05
1342,i wonder do she kno her gf a super duper slut,1,Women,0.3007237,1.824e-05
1343,you all hoes is dirty uhmkay,1,Women,-0.021790354,-2.724e-05
1344,frminists are unhappy dykes seeking to undermine men due to low a pussy stockpile they are slaves to their higly unstable sex drive,1,Women,0.06066604,-2.26e-06
1345,if you refer to your girl as your bitch when talking to others you haven ’ t got enough respect for her 🥴,1,Women,2.1895018,0.0001347
1346,<number> specifically the male acquiescence to female liberation has resulted in this current conundrum in order to solve the current conundrum women must be de liberated by having their decision making privileges removed,1,Women,0.7460257,0.0004005
1347,hoes gon be hoes so i could not blame 🤧,1,Women,0.025108267,-0.0001521
1348,there should not be any female soldiers for any reason do not be a cuck i guess you are a girl so you can not be a cuck but just so you know women need to be mothers and not cheap copies of soldiers,1,Women,0.4084803,-8.46e-06
1349,iranian women risking prison or even death by removing their hijabs feminist in the west wear a hijab like it some sort of medal fukin idiots freedom from islamic rule is all they want,1,Women,0.3741863,3.946e-05
1350,if i was her i would do my godly duty and accidentally knee that bitch in the jaw claiming reflex as an involuntary response to uninvited stimuli,1,Women,0.041162252,6.62e-05
1351,yall be thinking yall slick posting them damn dates months away bitch we know you pregnant 🙄,1,Women,-2.2782934,-6.67e-05
1352,women are horrible at games if they are good they are fat,1,Women,-1.153825,-1.67e-05
1353,about that womens march in dc yesterday it was a success for president trump because on his first full day in office he got more fat women out walking that michelle obama ever did,1,Women,-0.20224085,2e-06
1354,you and your fellow ladies better get your shit sorted out now because a bunch of gook chicks who get plastic surgery to look more white a ton of white women who let themselves become obese,1,Women,0.11730692,3.6e-07
1355,i got a shooter on my right just in case a bitch try <number> do me wrong,1,Women,0.9503368,2.5e-06
1356,trump had more fat women walking in one day today than michelle obama was able to do in <number> years educating liberals <user> 😂 😂,1,Women,0.7666218,7.5e-06
1357,faggot so gay dyke no homo,1,Women,0.058920026,-4.77e-06
1358,i just do not like you hoes when you a hoe you do anyything so no you not gone be around,1,Women,0.906385,7.254e-05
1359,we need more women in these fields perfect accelerationism and niggers especially nigger females,1,Women,0.06736329,-4.52e-05
1360,i think all women who work easy jobs for the state should be law compelled to keep their asses under <number> wide i would make an exception for those over <number>,1,Women,-0.78497016,-2.91e-05
1361,they found the white bitch who killed the black guy in his own apartment guilty yea bitch you knew what you was doing ‼️,1,Women,-0.011331951,5.215e-05
1362,fuck this nigger bitch,1,Women,0.1687704,-2.253e-05
1363,<user> still go hoe around tho so you are point,1,Women,-3.962114,0.0005703
1364,dumb nigger whore thinks the country can function off of inner city jobs and people does she even realize who feeds her,1,Women,0.23372355,-1.45e-05
1365,amber guyer this shot a man in his own place bitch got what she deserved justice for botham jean,1,Women,-0.042768177,-5e-07
1366,telling bitches you gon eat em out amp lying about it jus so they got another reason to come over gt ;>>,1,Women,0.08602032,-8.7e-06
1367,bitches and hoes they do not exist why the hoes know bo a feminist,1,Women,-0.026955133,-1.6e-05
1368,if women were so brave they would do their march in saudi arabia maga gabfam,1,Women,0.22316757,5e-06
1369,bitch b on dicks,1,Women,-0.12026991,1.98e-05
1370,the next 4 chan troll should be to sell the muslim women on surgically embedding hijabs into their scalps,1,Women,0.4078551,-4.2e-06
1371,the only way this is fair is if their dick gets blown off in battle just curious can women join just to get a boob job that would be the equivalent w out the sex change,1,Women,0.07063161,-1.204e-05
1372,i respect equality so much i beat women so they can have the same punishment men get 💯,1,Women,0.19806316,0.0001459
1373,trulay a pathetic unfunny zhid cunt,1,Women,0.18251866,-6e-07
1374,a bunch of hoes on they knees,1,Women,-0.4423256,2.927e-05
1375,i own you bitch because you had to delete <number> years worth of pedophile content to prove that you are not a dirty kike pedophile,1,Women,0.45240095,2.4e-07
1376,nope so far i earn enough to get by with me and my son i refuse to be one of those ghetto trash bitches on food stamps even if i do rent in a ghetto,1,Women,0.21995312,-8.76e-06
1377,sad to say but i do not trust shit i know how bitches operate,1,Women,-0.52883995,2.4e-06
1378,got my mail all women home in the afternoon met one at mailbox she get people magazine delivered i pointed to her mag and asked how old were you when you began to hate the truth she made a dirty asian face at me,1,Women,-1.4472616,3.016e-05
1379,lmao ur a dumb bitch,1,Women,-0.057071686,-2.41e-05
1380,q what do you call a mooslim woman with an opinion a whatever you want she already been stoned to death,1,Women,-0.024955232,-9.2e-06
1381,i tell a hoe what she wanna hear and pull up with a new bitch,1,Women,-0.26114422,2.06e-05
1382,dumb yid cunt but most people know that anyway,1,Women,0.0804719,8.7e-06
1383,glad that white bitch got what she deserved killing that innocent black boy for no reason,1,Women,0.08836741,3.976e-05
1384,to be clear <number> of women are begging for it the other <number> are lesbians,1,Women,-2.2041273,-0.0002656
1385,the handmaid tale is a jewish litmus test to see how retarded women have become,1,Women,-1.2739637,9.28e-05
1386,that fuckin mustache that bitch used to look <number> and shit,1,Women,-0.070715316,-5.1e-06
1387,<user> sorry he a slut,1,Women,0.0602943,1.61e-05
1388,the problem is these church cucks are the ones bringing these so called refugees in where they are a danger to us all just like the stupid women of europe who welcome refugees and then get raped and murdered guarantee this woman would call anyone against refugee resettlement a racist,1,Women,0.23616692,2.58e-05
1389,yeah no feminism is kike mind poison inserted into the easily malleable female brain with the goal of undermining the white man,1,Women,0.3517145,7.7e-06
1390,skank mudshark has to shop at the dollar store cause shes a single mom,1,Women,0.13870375,2.09e-05
1391,seriously though it basically impossible for men and women to give friendly hugs and not occasionally bump into boobs and butts oh the hug was going great but then you let your arm drop too soon and your hand briefly grazed her right butt cheek and now you are fired sad,1,Women,0.24483955,-1.83e-05
1392,preachers preach to women to control the men this is the way the devil operates and he is running your church,1,Women,1.3072615,4.5e-06
